55,1084.5,0.2685546875,100
59,1084.75,0.3068359375,93
60,1085.0,0.27438151041666664,99
62,1085.25,0.2562174479166667,100
55,1085.5,0.28020833333333334,90
59,1085.75,0.29680989583333334,88
60,1086.0,0.2573567708333333,97
62,1086.25,0.2573567708333333,94
55,1086.5,0.27906901041666665,67
59,1086.75,0.28444010416666665,87
60,1087.0,0.26318359375,96
62,1087.25,0.2674153645833333,99
55,1087.5,0.2979817708333333,70
59,1087.75,0.29026692708333335,94
60,1088.0,0.2638671875,86
62,1088.25,0.2627278645833333,106
57,1088.5,0.28024088541666664,85
60,1088.75,0.28557942708333334,97
62,1089.0,0.2519856770833333,106
64,1089.25,0.2685872395833333,87
57,1089.5,0.28444010416666665,94
60,1089.75,0.2979817708333333,99
62,1090.0,0.2573567708333333,97
64,1090.25,0.30804036458333334,88
57,1090.5,0.27975260416666664,85
60,1090.75,0.2809244791666667,100
62,1091.0,0.2615559895833333,99
64,1091.25,0.3115559895833333,95
57,1091.5,0.2755859375,79
60,1091.75,0.27513020833333335,101
62,1092.0,0.2627278645833333,96
64,1092.25,0.21438802083333333,102
53,1092.5,0.251953125,98
57,1092.75,0.30263671875,95
59,1093.0,0.25315755208333335,97
60,1093.25,0.28981119791666665,91
53,1093.5,0.27744140625,83
57,1093.75,0.30263671875,87
59,1094.0,0.22906901041666666,97
60,1094.25,0.2685546875,90
53,1094.5,0.2685546875,82
57,1094.75,0.30218098958333334,90
59,1095.0,0.24150390624999998,99
60,1095.25,0.26901041666666664,99
53,1095.5,0.2685872395833333,62
57,1095.75,0.29143880208333334,87
59,1096.0,0.26435546875,92
60,1096.25,0.2573567708333333,100
55,1096.5,0.21790364583333333,77
59,1096.75,0.30804036458333334,94
60,1097.0,0.24147135416666665,99
62,1097.25,0.29567057291666665,99
55,1097.5,0.26201171875,82
59,1097.75,0.30035807291666666,90
60,1098.0,0.2291015625,104
62,1098.25,0.28024088541666664,91
64,1098.5,0.31272786458333335,92
62,1098.75,0.27906901041666665,106
60,1099.0,0.2744140625,103
59,1099.25,0.29098307291666664,106
60,1099.5,0.30221354166666664,102
59,1099.75,0.27513020833333335,87
60,1100.0,0.28912760416666666,104
59,1100.25,0.24029947916666666,105
55,1100.5,0.28024088541666664,102
59,1100.75,0.29143880208333334,93
60,1101.0,0.24147135416666665,106
62,1101.25,0.30686848958333335,104
60,1101.5,0.30270182291666664,97
59,1101.75,0.2744466145833333,109
55,1102.0,0.26904296875,95
59,1102.25,0.2685546875,102
55,1102.5,0.2573567708333333,104
59,1102.75,0.30804036458333334,95
60,1103.0,0.20784505208333334,104
62,1103.25,0.329296875,104
60,1103.5,0.29563802083333335,105
59,1103.75,0.24143880208333332,108
55,1104.0,0.2798177083333333,77
59,1104.25,0.24615885416666666,92
57,1104.5,0.24733072916666665,106
60,1104.75,0.30263671875,100
62,1105.0,0.22330729166666666,100
64,1105.25,0.31927083333333334,89
62,1105.5,0.2744140625,95
60,1105.75,0.27978515625,96
57,1106.0,0.2755533854166667,88
60,1106.25,0.2573567708333333,95
57,1106.5,0.2573567708333333,99
60,1106.75,0.30266927083333334,95
62,1107.0,0.2508138020833333,97
64,1107.25,0.3196940104166667,98
62,1107.5,0.28020833333333334,104
60,1107.75,0.2779296875,113
57,1108.0,0.21673177083333334,99
60,1108.25,0.21904296874999998,97
53,1108.5,0.2519856770833333,107
57,1108.75,0.3138671875,91
59,1109.0,0.22373046875,90
60,1109.25,0.2933268229166667,96
59,1109.5,0.29563802083333335,90
57,1109.75,0.29680989583333334,96
53,1110.0,0.2632161458333333,94
57,1110.25,0.26901041666666664,84
53,1110.5,0.2573567708333333,96
57,1110.75,0.29684244791666664,90
59,1111.0,0.21904296874999998,85
60,1111.25,0.29680989583333334,96
59,1111.5,0.291015625,102
57,1111.75,0.2573567708333333,107
53,1112.0,0.27438151041666664,64
57,1112.25,0.2573567708333333,101
55,1112.5,0.251953125,101
59,1112.75,0.30263671875,98
60,1113.0,0.23027343749999998,100
62,1113.25,0.2573567708333333,101
60,1113.5,0.30804036458333334,84
59,1113.75,0.2744140625,105
55,1114.0,0.24029947916666666,87
64,1114.25,0.286328125,111
55,1114.5,0.2291015625,105
62,1114.75,0.28515625,111
60,1115.0,0.28561197916666664,111
55,1115.25,0.24033203125,100
59,1115.5,0.27978515625,107
60,1115.75,0.29567057291666665,101
59,1116.0,0.24612630208333333,101
53,1116.25,0.06116536458333333,100
